Population,Plant_ID,Fruit_nr,Treatment,Missing_seeds,Seeds_counted,fruit_length,Branch ,Comments
G3,13,5,c,0,15,,0,
G3,13,6,c,0,28,49,0,
G3,13,1,hp,0,25,,0,
G3,13,2,n,0,9,,0,
G3,13,2,hp,0,9,23,0,
G3,13,3,c,0,6,,0,
G3,13,4,hp,0,1,,0,
G3,13,1,n,0,16,25,0,
G3,13,3,n,0,6,,0,
G3,1,1,e,0,1,,0,
G3,1,2,hp,0,0,0,0,
G3,1,3,hp,0,1,8,0,
G3,1,4,c,0,0,,0,
G3,1,5,hp,0,0,,0,
G3,1,6,c,0,0,,0,
G3,1,7,hp,0,0,,1,
G3,1,8,c,0,0,,1,
G3,1,9,e,0,1,13,1,
G3,1,10,c,0,0,,1,
G3,1,11,hp,0,3,8,1,
G3,1,12,e,0,1,,1,
G3,7,1,hp,0,1,,0,
G3,7,2,hp,0,22,23,0,
G3,7,3,c,0,6,,0,
G3,7,4,c,0,0,,0,
G3,7,5,e,0,3,,0,
G3,7,6,hp,0,0,,0,
G3,7,7,c,0,0,6,0,
G3,7,8,c,0,0,,1,
G3,7,9,hp,0,0,,1,
G3,7,10,hp,0,35,44,0,
G3,7,11,e,0,9,24,0,
G3,7,1,n,0,10,,0,
G3,7,2,n,0,22,,0,
G3,7,3,n,0,17,,0,
G3,7,4,n,0,21,43,0,
G3,19,1,c,0,1,,0,
G3,19,2,e,0,2,,0,
G3,19,3,hp,0,8,,0,
G3,19,4,hp,0,0,0,0,
G3,19,5,c,0,16,,0,
G3,19,6,e,0,16,,1,
G3,19,7,e,0,26,,1,
G3,19,8,e,0,17,34,1,
G3,19,9,hp,0,8,,1,
G3,19,10,c,0,6,,1,
G3,19,11,e,0,7,15,1,
G3,19,12,hp,0,9,,1,
G3,19,13,c,0,8,21,1,
G3,19,1,n,0,0,,0,
G3,19,2,n,0,1,,0,
G3,19,3,n,0,3,,1,
G3,19,4,n,0,0,,1,
G3,25,1,c,0,2,,0,
G3,25,2,hp,0,35,32,0,
G3,25,3,hp,0,29,,0,
G3,25,4,e,0,16,,0,
G3,25,5,c,0,37,41,0,
G3,25,6,e,0,30,,0,
G3,25,7,e,0,19,,0,
G3,25,8,c,0,0,,1,
G3,25,9,hp,0,9,23,1,
G3,25,10,e,0,5,,1,
G3,25,11,e,0,29,52,0,
G3,25,1,n,0,12,,0,
G3,25,2,n,0,0,,0,
G3,25,3,n,0,2,,1,
G3,31,1,c,0,0,,0,
G3,31,2,hp,0,11,27,0,
G3,31,3,hp,0,0,,0,
G3,31,4,c,1,  ,26,0,
G3,31,5,c,0,20,39,0,
G3,31,6,hp,0,0,,0,
G3,31,7,hp,0,7,,0,
G3,31,8,c,0,1,32,0,
G3,31,9,c,0,0,,0,
G3,31,10,hp,0,0,,0,
G3,31,1,n,0,13,,0,
G3,31,2,n,0,0,11,0,
G3,31,3,n,0,31,45,0,
G3,31,4,n,0,21,,0,
G3,31,5,n,0,0,,0,
G3,38,1,hp,0,0,,0,
G3,38,2,c,0,0,,0,
G3,38,3,c,0,0,0,0,
G3,38,4,hp,0,0,,0,
G3,38,5,hp,0,3,,1,
G3,38,6,c,0,4,,1,
G3,38,7,hp,0,22,47,1,
G3,38,8,c,0,0,,1,
G3,38,1,n,0,0,,0,
G3,38,2,n,0,3,6,0,
G3,38,3,n,0,33,,1,
G3,38,4,n,0,7,,1,
G3,43,1,e,0,18,61,0,
G3,43,2,hp,0,19,58,0,
G3,43,3,c,0,14,,0,
G3,43,4,c,0,18,54,0,
G3,43,5,hp,0,18,,0,
G3,43,6,e,0,2,,0,plus tiny seeds
G3,43,7,c,0,0,,0,
G3,43,8,hp,0,2,17,1,
G3,43,9,hp,0,0,,1,
G3,43,10,c,0,0,,1,
G3,43,1,n,0,10,,0,
G3,43,2,n,0,7,30,0,
G3,43,3,n,0,0,,0,
G3,43,4,n,0,1,,0,
G3,49,1,hp,0,0,6,0,
G3,49,2,hp,0,33,55,0,
G3,49,3,c,0,28,,0,
G3,49,4,c,0,16,,0,
G3,49,5,hp,0,11,,0,
G3,49,6,e,0,11,,0,
G3,49,7,c,0,20,,0,
G3,49,8,c,0,0,,1,
G3,49,9,hp,0,0,,1,
G3,49,10,hp,0,25,22,1,
G3,49,11,c,0,22,,1,
G3,49,12,e,0,2,,1,
G3,49,13,e,0,0,,0,
G3,49,14,e,0,10,,0,
G3,49,15,e,0,1,,0,
G3,49,1,n,0,14,,0,
G3,49,2,n,0,32,,0,
G3,49,3,n,0,10,,0,
G3,49,4,n,0,3,14,0,
G3,49,5,n,0,0,,0,
G3,61,1,hp,0,3,,0,
G3,61,2,hp,0,0,,0,
G3,61,3,hp,0,13,34,0,
G3,61,4,c,0,25,47,0,
G3,61,5,e,0,5,20,0,
G3,61,6,c,0,18,,0,
G3,61,7,e,0,13,29,0,
G3,61,8,hp,0,14,24,1,
G3,61,9,c,0,17,31,1,
G3,61,10,e,0,17,,1,
G3,61,11,hp,0,10,,1,
G3,61,12,c,0,6,,0,
G3,61,13,e,0,29,47,0,
G3,61,14,e,0,5,,0,
G3,61,1,n,0,1,20,0,
G3,61,2,n,0,8,25,0,
G3,61,3,n,0,11,,1,
G3,61,4,n,0,18,,1,
G3,61,5,n,0,12,,1,
G3,85,1,c,0,1,19,0,
G3,85,2,hp,0,11,,0,
G3,85,3,hp,0,27,63,0,
G3,85,4,c,0,0,,0,
G3,85,5,hp,0,0,,0,
G3,85,6,hp,0,12,,0,
G3,85,7,c,0,1,,0,
G3,85,8,hp,0,0,,0,
G3,85,9,c,0,0,,0,
G3,85,10,c,0,1,,0,
G3,85,1,n,0,29,,0,
G3,85,2,n,0,26,62,0,
G3,85,3,n,0,3,49,0,
G3,85,4,n,0,0,,0,
G3,85,5,n,0,1,9,0,
G3,91,1,c,0,24,,0,
G3,91,2,hp,0,9,,0,
G3,91,3,hp,0,10,,0,
G3,91,4,hp,0,13,35,0,
G3,91,5,c,0,0,,0,
G3,91,6,hp,0,27,,0,
G3,91,7,c,0,0,,1,
G3,91,8,c,0,0,,1,
G3,91,9,hp,0,13,43,1,
G3,91,10,c,0,16,,1,
G3,91,11,e,0,32,45,1,
G3,91,12,e,0,4,16,1,
G3,91,13,e,0,28,,1,
G3,91,14,e,0,14,,1,
G3,91,1,n,0,12,,0,
G3,91,2,n,0,15,,0,
G3,91,3,n,1,4,,0,cut fruit
G3,91,4,n,0,22,,0,
G3,91,5,n,0,23,,0,
G3,103,1,hp,0,4,12,0,
G3,103,2,c,0,13,27,0,
G3,103,3,hp,1,1,,0,cut fruit
G3,103,4,hp,0,18,39,0,
G3,103,5,c,0,3,,0,
G3,103,6,c,1,1,,0,cut fruit
G3,103,7,hp,0,14,,0,
G3,103,8,c,0,0,,0,
G3,103,9,c,0,2,8,0,
G3,103,10,hp,0,2,,0,
G3,103,1,n,0,32,,0,
G3,103,2,n,0,24,,0,
G3,103,3,n,0,4,,0,
G3,103,4,n,0,4,,0,
G3,103,5,n,0,0,,0,
G3,109,1,hp,0,0,,0,
G3,109,2,hp,0,1,,0,
G3,109,3,c,0,0,,0,
G3,109,4,c,0,0,,0,
G3,109,5,e,0,4,17,0,
G3,109,6,hp,0,2,,1,
G3,109,7,c,0,6,,1,
G3,109,8,e,0,3,,1,
G3,109,9,hp,0,0,,1,
G3,109,10,c,0,5,20,1,
G3,109,11,hp,0,1,8,1,
G3,109,12,c,0,1,,1,
G3,109,1,n,0,12,,0,
G3,109,2,n,0,8,,0,
G3,109,3,n,0,2,11,0,
G3,109,4,n,0,0,,0,
G3,109,5,n,0,3,,0,
G3,115,1,hp,1,  ,25,0,
G3,115,2,c,0,5,,0,
G3,115,3,hp,0,11,,0,
G3,115,4,c,0,8,,0,
G3,115,5,e,0,11,,0,
G3,115,6,e,0,5,,0,
G3,115,7,c,0,8,,0,
G3,115,1,n,0,13,42,0,
G3,115,2,n,0,14,,0,
G3,115,3,n,0,4,,0,
G3,121,1,hp,0,27,45,0,
G3,121,2,c,0,27,,0,
G3,121,3,c,0,26,,0,
G3,121,4,hp,0,28,,0,
G3,121,5,c,0,23,,0,
G3,121,6,hp,0,11,,0,
G3,121,7,hp,0,15,,0,
G3,121,8,c,0,5,,0,
G3,121,9,c,0,26,,0,
G3,121,1,n,0,18,,0,
G3,121,2,n,0,19,,0,
G3,121,3,n,0,23,,0,
G3,121,4,n,0,16,34,0,
G3,121,5,n,0,20,,0,
G3,127,1,c,0,18,,0,
G3,127,2,c,0,18,,0,
G3,127,3,c,0,3,,0,
G3,127,4,c,0,23,,0,
G3,127,5,hp,0,21,43,0,
G3,127,6,hp,0,39,,0,
G3,127,7,hp,0,27,,0,
G3,127,8,hp,0,36,,0,
G3,127,9,e,0,8,,0,
G3,127,1,n,0,5,19,0,
G3,127,2,n,0,21,,0,
G3,127,3,n,0,35,,0,
G3,127,4,n,0,27,,0,
G3,133,1,e,0,32,,0,
G3,133,2,e,0,20,42,0,
G3,133,3,e,0,11,27,0,
G3,133,4,c,0,0,,0,
G3,133,5,c,0,22,,0,
G3,133,6,hp,0,32,49,0,
G3,133,7,hp,0,22,,0,
G3,133,8,hp,0,25,,0,
G3,133,9,c,0,0,,0,
G3,133,10,hp,0,19,34,1,
G3,133,11,c,0,2,5,1,
G3,133,12,c,0,10,,1,
G3,133,13,hp,0,27,,1,
G3,133,1,n,0,23,,0,
G3,133,2,n,0,12,,0,
G3,133,3,n,0,18,,0,
G3,133,4,n,0,27,43,0,
G3,133,5,n,0,26,,0,
G3,139,1,c,0,0,,0,
G3,139,2,hp,0,7,21,0,
G3,139,3,hp,0,0,,0,undeveloped seeds
G3,139,4,hp,0,0,16,0,
G3,139,5,c,1,2,5,0,cut fruit
G3,139,6,c,0,3,,0,
G3,139,1,n,0,2,,0,
G3,139,2,n,0,20,52,0,
G3,139,3,n,0,2,,0,
G3,145,1,e,0,1,13,0,
G3,145,2,c,0,0,,0,
G3,145,3,c,0,0,,0,
G3,145,4,hp,0,1,,0,
G3,145,5,hp,0,0,,0,
G3,145,6,hp,0,0,,0,
G3,145,1,n,0,19,41,0,
G3,145,2,n,0,2,10,0,
G3,157,1,hp,0,2,,0,
G3,157,2,c,0,0,7,0,
G3,157,3,hp,0,0,3,0,
G3,157,4,e,0,1,9,0,
G3,157,5,hp,0,0,,0,
G3,157,6,c,0,0,,0,
G3,157,7,hp,0,0,,0,
G3,157,8,c,0,0,,0,
G3,157,1,n,0,18,,0,
G3,157,2,n,0,2,5,0,
G3,157,3,n,0,0,,0,
G3,164,1,hp,0,8,,0,
G3,164,2,c,0,0,,0,
G3,164,3,hp,0,0,,0,
G3,164,4,hp,0,24,,0,
G3,164,5,c,0,24,,0,
G3,164,6,c,0,2,,0,
G3,164,7,hp,0,6,15,0,
G3,164,8,c,0,0,,0,
G3,164,1,n,0,0,5,0,
G3,164,2,n,0,0,6,0,
G3,164,3,n,0,0,,0,
G3,164,4,n,0,0,,0,
G3,169,1,hp,0,5,,0,
G3,169,2,c,0,1,,0,
G3,169,3,hp,0,0,,0,undeveloped
G3,169,4,c,0,0,,0,undeveloped
G3,169,5,hp,0,0,,0,undeveloped
G3,169,6,c,0,0,,0,undeveloped
G3,169,1,n,0,0,0,0,undeveloped
G3,169,2,n,0,0,,0,
G3,169,3,n,0,3,,0,
G3,175,1,c,0,0,,0,
G3,175,2,c,0,3,22,0,
G3,175,3,hp,0,0,15,0,
G3,175,4,hp,0,1,,0,
G3,175,5,e,0,7,23,0,
G3,175,6,e,0,10,33,0,
G3,175,7,hp,0,5,,1,
G3,175,8,c,0,4,,1,
G3,175,9,e,0,18,33,1,
G3,175,10,e,0,2,13,1,
G3,175,11,c,0,0,,1,
G3,175,12,hp,0,1,,1,
G3,175,13,hp,0,0,,1,
G3,175,14,c,0,8,23,1,
G3,175,15,e,0,11,,1,
G3,175,1,n,0,12,,0,
G3,175,2,n,0,22,,0,
G3,175,3,n,0,17,,0,
G3,175,4,n,0,14,,0,
G3,175,5,n,0,17,31,0,
G3,188,1,hp,0,6,,0,
G3,188,2,hp,0,28,52,0,
G3,188,3,hp,0,9,,0,
G3,188,4,  ,  ,  ,  ,0,missing envelope
G3,188,5,c,0,18,,0,
G3,188,6,e,0,24,41,0,
G3,188,1,n,0,19,,0,
G3,188,2,n,0,10,,0,
G3,193,1,hp,0,21,47,0,
G3,193,2,c,0,32,48,0,
G3,193,3,e,0,18,47,0,
G3,193,4,c,0,19,,0,
G3,193,5,c,0,20,,0,
G3,193,6,hp,0,21,53,0,
G3,193,7,hp,0,13,,0,
G3,193,8,hp,0,27,,0,
G3,193,9,  ,  ,  ,  ,  ,missing envelope
G3,193,10,c,0,20,,0,
G3,193,11,e,0,11,22,0,
G3,193,12,e,0,26,,1,
G3,193,13,e,0,35,,1,
G3,193,14,e,0,25,,1,
G3,193,1,n,0,14,,0,
G3,193,2,n,0,18,36,0,
G3,193,3,n,0,29,,0,
G3,193,4,n,0,18,,0,
G3,193,5,n,0,8,16,0,
G7,1,1,c,0,29,,0,
G7,1,2,c,0,28,,0,
G7,1,3,hp,0,31,,0,
G7,1,4,hp,0,29,,0,
G7,1,5,hp,0,28,45,0,
G7,1,6,c,0,16,,0,
G7,1,7,hp,0,27,,0,
G7,1,8,c,0,8,23,0,
G7,1,9,hp,0,27,,0,
G7,1,10,c,0,0,,0,
G7,1,1,n,0,26,,0,
G7,1,2,n,0,16,,0,
G7,1,3,n,0,5,17,0,
G7,1,4,n,0,25,,0,
G7,1,5,n,0,12,,0,
G7,2,1,c,0,9,40,0,
G7,2,2,hp,0,33,,0,
G7,2,3,hp,0,21,,0,
G7,2,4,c,0,31,,0,
G7,2,5,hp,0,3,11,0,
G7,2,6,c,0,2,,0,
G7,2,7,c,0,1,,0,
G7,2,8,hp,0,13,33,0,
G7,2,9,hp,0,17,,0,
G7,2,10,c,0,0,,0,
G7,2,1,n,0,31,64,0,
G7,2,2,n,0,21,,0,
G7,2,3,n,0,8,21,0,
G7,2,4,n,0,21,,0,
G7,2,5,n,0,11,,0,
G7,3,1,c,0,10,,0,
G7,3,2,c,0,0,,0,
G7,3,3,hp,0,0,,0,
G7,3,4,hp,0,0,,0,
G7,3,5,hp,0,22,,0,
G7,3,6,c,0,7,22,0,
G7,3,7,c,0,34,,0,
G7,3,8,hp,0,34,,0,
G7,3,9,hp,0,36,,0,
G7,3,1,n,0,10,,0,
G7,3,2,n,0,29,52,0,
G7,3,3,n,0,26,,0,
G7,3,4,n,0,9,,0,
G7,4,1,c,0,9,,0,
G7,4,2,hp,0,18,33,0,
G7,4,3,hp,0,0,,0,
G7,4,4,c,0,5,,0,
G7,4,5,c,0,4,,1,
G7,4,6,hp,0,0,,1,
G7,4,1,n,0,0,,0,
G7,4,2,n,0,6,28,0,
G7,4,3,n,0,0,,0,
G7,5,1,c,0,28,,0,
G7,5,2,hp,0,25,,0,
G7,5,1,n,0,13,25,0,
G7,7,1,c,0,2,,0,
G7,7,2,c,0,0,,0,
G7,7,3,hp,0,0,,0,
G7,7,4,hp,0,0,,0,
G7,7,5,c,0,0,,0,
G7,7,6,hp,0,0,,1,
G7,7,7,c,0,0,,1,
G7,7,8,c,0,2,20,1,
G7,7,9,hp,0,0,,1,
G7,7,1,n,0,1,,0,
G7,7,2,n,0,14,,0,
G7,7,3,n,0,14,34,0,
G7,7,4,n,0,2,,0,
G7,7,5,n,0,0,,0,
G7,8,1,hp,0,0,,0,
G7,8,2,c,0,0,,0,
G7,8,3,c,0,0,22,0,
G7,8,4,hp,0,0,,0,
G7,8,1,n,0,12,,0,
G7,8,2,n,0,0,,0,
G7,9,1,c,0,23,,0,
G7,9,2,hp,0,4,32,0,
G7,9,3,hp,0,0,,0,
G7,9,4,c,0,0,,0,
G7,9,1,n,0,2,,0,
G7,9,2,n,0,14,30,0,
G7,10,1,c,0,17,,0,
G7,10,2,hp,0,10,,0,
G7,10,3,c,0,12,,0,
G7,10,4,hp,0,5,,0,
G7,10,5,hp,0,4,13,0,
G7,10,6,c,0,1,,0,
G7,10,1,n,0,0,,0,
G7,10,2,n,0,0,,0,
G7,10,3,n,0,0,,0,
G7,11,1,c,0,1,,0,
G7,11,2,c,0,0,,0,
G7,11,3,hp,0,0,,0,
G7,11,4,hp,0,0,,0,
G7,11,5,c,0,0,,0,
G7,11,6,c,0,17,34,1,
G7,11,1,n,0,12,,0,
G7,11,2,n,0,0,,0,
G7,11,3,n,0,0,,1,
G7,12,1,c,0,1,24,0,
G7,12,2,hp,0,0,,0,
G7,12,3,hp,0,0,,0,
G7,12,4,c,0,0,,0,
G7,14,1,hp,0,23,,0,
G7,14,2,c,0,17,56,0,
G7,14,3,c,0,23,,0,
G7,14,4,hp,0,0,,0,
G7,14,5,hp,0,21,,1,
